title_length,body_prose_length,code_block_count,code_block_total_length,link_count,tag_count,year_month
34,162,0,0,0,1,2022-12
62,1240,4,141,0,3,2022-12
50,365,0,0,1,5,2022-12
33,170,1,125,0,3,2022-12
56,509,5,5965,1,1,2022-12
113,238,0,0,1,5,2022-12
44,287,1,616,0,1,2022-12
46,194,0,0,0,2,2022-12
71,417,0,0,1,5,2022-12
72,921,1,753,0,5,2022-12
98,269,0,0,0,4,2022-12
62,162,1,52,0,1,2022-12
60,238,3,177,0,2,2022-12
74,150,4,438,0,3,2022-12
66,123,1,817,1,4,2022-12
72,730,1,311,1,5,2022-12
44,443,0,0,0,1,2022-12
85,2133,0,0,3,4,2022-12
46,66,1,748,0,1,2022-12
60,436,4,17767,0,5,2022-12
75,311,1,87,0,3,2022-12
140,492,0,0,0,1,2022-12
62,355,2,365,0,1,2022-12
103,629,1,1393,1,5,2022-12
36,291,1,922,0,3,2022-12
63,224,0,0,0,3,2022-12
56,1010,0,0,1,4,2022-12
70,471,2,434,0,2,2022-12
110,2053,1,1134,0,4,2022-12
76,44,2,170,0,2,2022-12
124,1296,2,457,2,1,2022-12
59,767,0,0,0,3,2022-12
75,662,3,714,0,5,2022-12
122,231,0,0,0,4,2022-12
64,505,1,5047,1,4,2022-12
89,165,1,215,0,3,2022-12
44,258,1,57,0,1,2022-12
39,377,3,665,1,3,2022-12
65,333,0,0,0,4,2022-12
73,221,1,469,0,3,2022-12
101,1926,1,592,0,2,2022-12
67,160,2,1066,0,3,2022-12
67,645,1,169,3,4,2022-12
130,999,2,668,1,5,2022-12
112,679,1,684,1,5,2022-12
95,172,1,1095,2,5,2022-12
52,368,0,0,0,4,2022-12
57,475,0,0,1,5,2022-12
58,1363,2,218,3,3,2022-12
77,626,0,0,0,3,2022-12
50,474,3,176,0,2,2022-12
92,407,0,0,0,3,2022-12
70,1111,3,3852,0,3,2022-12
59,524,0,0,1,5,2022-12
72,680,2,84,0,2,2022-12
90,292,0,0,0,4,2022-12
51,437,1,465,0,2,2022-12
75,746,1,353,0,3,2022-12
49,1371,2,670,0,5,2022-12
39,696,0,0,1,2,2022-12
58,346,0,0,0,3,2022-12
63,259,0,0,3,1,2022-12
72,932,1,396,1,1,2022-12
77,647,0,0,2,5,2022-12
78,273,2,1002,0,3,2022-12
76,342,0,0,3,1,2022-12
67,597,0,0,0,2,2022-12
104,574,6,2726,0,3,2022-12
54,585,11,2822,0,4,2022-12
50,1222,2,1313,6,3,2022-12
21,236,2,782,1,1,2022-12
54,521,0,0,5,2,2022-12
46,507,2,273,0,3,2022-12
37,435,0,0,2,4,2022-12
39,1235,5,2118,3,1,2022-12
52,284,1,45,1,2,2022-12
30,325,1,289,2,4,2022-12
44,202,1,472,0,3,2022-12
112,240,2,150,0,3,2022-12
72,346,3,670,0,2,2022-12
61,633,2,129,0,3,2022-12
109,708,1,434,1,4,2022-12
49,338,2,187,0,2,2022-12
23,361,1,253,0,2,2022-12
41,471,1,1013,0,5,2022-12
45,319,0,0,2,2,2022-12
123,802,3,2838,0,3,2022-12
42,305,0,0,0,2,2022-12
39,166,0,0,0,2,2022-12
51,400,2,7463,0,3,2022-12
37,502,1,4664,0,4,2022-12
55,450,0,0,1,5,2022-12
54,584,1,716,0,2,2022-12
41,356,3,728,0,2,2022-12
86,857,1,92,0,5,2022-12
36,709,1,273,0,2,2022-12
48,853,4,2738,1,3,2022-12
63,493,0,0,1,1,2022-12
40,436,0,0,0,3,2022-12
46,508,0,0,0,2,2022-12
48,1283,5,2268,3,4,2022-12
53,212,3,785,0,3,2022-12
47,403,1,606,0,1,2022-12
57,178,0,0,0,1,2022-12
40,532,3,961,2,3,2022-12
122,505,2,79,1,5,2022-12
38,473,2,731,1,3,2022-12
64,320,0,0,0,2,2022-12
57,697,3,707,0,3,2022-12
46,536,3,1040,0,3,2022-12
48,1613,1,1020,1,4,2022-12
36,555,2,341,0,3,2022-12
64,381,0,0,4,2,2022-12
64,320,2,466,0,4,2022-12
49,688,1,96,0,3,2022-12
84,326,1,746,0,1,2022-12
32,625,2,1666,0,2,2022-12
63,78,1,269,0,4,2022-12
80,961,0,0,0,2,2022-12
96,559,1,88,1,4,2022-12
47,220,1,74,0,5,2022-12
60,1030,2,820,0,4,2022-12
112,766,5,620,0,4,2022-12
109,230,1,885,0,4,2022-12
80,509,3,1324,1,3,2022-12
57,816,8,2232,0,3,2022-12
53,1064,3,1515,0,2,2022-12
99,787,1,148,0,3,2022-12
109,2011,1,855,1,5,2022-12
57,753,3,542,4,3,2022-12
74,697,1,446,0,2,2022-12
48,285,4,2190,0,5,2022-12
48,1089,2,601,0,4,2022-12
62,852,1,1916,1,4,2022-12
84,1087,2,429,1,4,2022-12
40,551,0,0,0,2,2022-12
96,1430,7,1781,1,4,2022-12
28,101,0,0,0,3,2022-12
112,895,2,1960,0,3,2022-12
83,97,0,0,0,3,2022-12
40,516,0,0,0,1,2022-12
49,316,0,0,2,3,2022-12
54,718,3,737,0,3,2022-12
64,413,0,0,2,3,2022-12
28,272,0,0,0,2,2022-12
49,257,1,425,1,1,2022-12
70,1519,5,6567,1,5,2022-12
43,435,2,1942,0,4,2022-12
27,1054,2,389,1,3,2022-12
94,941,3,844,0,5,2022-12
85,128,1,815,0,5,2022-12
110,346,2,2132,3,1,2022-12
65,354,1,698,2,1,2022-12
33,481,0,0,0,2,2022-12
102,1058,0,0,0,2,2022-12
72,120,1,475,0,4,2022-12
68,118,3,520,0,4,2022-12
53,222,3,170,0,3,2022-12
37,370,3,692,1,4,2022-12
60,1248,3,703,0,3,2022-12
48,368,4,753,1,5,2022-12
73,196,2,1131,0,4,2022-12
41,254,0,0,0,1,2022-12
61,408,5,4121,0,3,2022-12
36,525,3,534,0,2,2022-12
23,624,3,1387,1,3,2022-12
73,166,2,969,0,4,2022-12
54,318,2,608,0,5,2022-12
115,595,1,58,0,2,2022-12
64,751,0,0,0,4,2022-12
72,477,0,0,1,5,2022-12
76,2338,2,6235,3,3,2022-12
68,553,1,3011,2,3,2022-12
43,674,0,0,0,5,2022-12
37,147,1,350,0,2,2022-12
59,1581,2,1914,2,4,2022-12
56,269,3,397,0,1,2022-12
25,1246,0,0,1,5,2022-12
48,597,0,0,1,2,2022-12
65,281,1,3972,0,3,2022-12
57,84,0,0,0,2,2022-12
81,966,2,129,0,2,2022-12
64,955,0,0,4,2,2022-12
74,493,3,1435,0,2,2022-12
61,828,0,0,0,3,2022-12
57,470,2,703,0,3,2022-12
35,216,1,788,0,2,2022-12
66,1260,4,970,0,3,2022-12
63,832,3,11617,1,3,2022-12
72,853,2,549,0,2,2022-12
45,340,4,717,0,3,2022-12
23,263,1,261,1,2,2022-12
69,119,0,0,1,5,2022-12
37,332,2,3312,0,1,2022-12
69,391,0,0,0,5,2022-12
53,519,2,777,2,5,2022-12
75,1046,2,1319,1,5,2022-12
65,349,2,789,1,4,2022-12
58,750,2,867,0,3,2022-12
89,372,2,1256,1,3,2022-12
83,345,0,0,2,3,2022-12
46,207,0,0,0,5,2022-12
50,98,1,366,0,4,2022-12
74,630,2,542,3,2,2022-12
24,166,1,365,0,2,2022-12
47,571,1,157,0,4,2022-12
62,696,3,9483,0,3,2022-12
75,510,2,2788,1,4,2022-12
40,391,0,0,0,3,2022-12
42,360,2,466,0,1,2022-12
25,281,2,83,0,3,2022-12
56,1387,2,615,2,3,2022-12
44,483,0,0,0,1,2022-12
86,730,3,1912,0,2,2022-12
54,766,1,666,1,5,2022-12
43,995,0,0,0,1,2022-12
94,160,1,596,1,5,2022-12
36,276,1,359,0,3,2022-12
82,604,5,614,0,5,2022-12
58,315,1,1023,0,5,2022-12
96,378,2,810,0,3,2022-12
60,556,2,1701,0,4,2022-12
72,1927,5,3547,0,5,2022-12
107,1256,6,1353,1,3,2022-12
40,273,1,386,0,3,2022-12
25,356,2,544,0,3,2022-12
73,311,0,0,0,3,2022-12
68,718,0,0,1,3,2022-12
56,270,2,752,0,2,2022-12
58,376,4,878,0,4,2022-12
56,253,0,0,0,4,2022-12
79,533,2,1021,1,2,2022-12
62,113,1,158,0,3,2022-12
31,106,2,302,0,2,2022-12
44,178,1,379,1,5,2022-12
141,775,3,563,0,4,2022-12
71,339,2,784,0,5,2022-12
84,321,1,89,1,2,2022-12
44,251,0,0,0,1,2022-12
62,116,0,0,1,1,2022-12
53,143,1,603,0,1,2022-12
62,425,1,97,0,4,2022-12
65,390,0,0,0,2,2022-12
63,401,1,4872,0,3,2022-12
56,700,2,1345,3,4,2022-12
61,444,2,697,0,1,2022-12
59,627,3,747,0,3,2022-12
59,235,3,822,0,5,2022-12
35,881,1,256,0,3,2022-12
67,590,0,0,1,5,2022-12
39,757,1,538,0,1,2022-12
74,223,2,216,2,4,2022-12
57,969,1,671,0,5,2022-12
60,110,2,483,0,5,2022-12
48,289,2,366,0,3,2022-12
21,445,1,228,0,3,2022-12
36,562,2,71,0,3,2022-12
53,324,2,871,0,2,2022-12
61,424,3,2009,0,3,2022-12
80,1573,3,8092,0,5,2022-12
38,1175,4,2046,0,4,2022-12
68,386,6,1392,0,2,2022-12
45,336,3,12392,0,5,2022-12
66,269,3,298,0,3,2022-12
69,1601,3,25642,1,5,2022-12
107,664,2,1162,2,5,2022-12
87,274,7,1123,0,5,2022-12
58,482,0,0,2,3,2022-12
72,659,4,3025,0,3,2022-12
46,206,4,1676,0,3,2022-12
67,328,2,194,0,5,2022-12
54,333,4,3531,0,1,2022-12
49,250,0,0,0,3,2022-12
59,264,1,183,0,1,2022-12
70,701,1,3191,0,2,2022-12
61,134,1,513,0,2,2022-12
30,432,2,2058,0,2,2022-12
78,243,5,1135,0,2,2022-12
47,645,3,4820,0,5,2022-12
32,1365,3,6285,2,3,2022-12
103,405,0,0,2,3,2022-12
55,172,2,222,0,2,2022-12
46,544,1,1099,0,3,2022-12
60,538,1,609,0,3,2022-12
27,278,1,511,1,3,2022-12
93,405,1,144,0,3,2022-12
47,828,1,81,1,5,2022-12
70,609,0,0,0,2,2022-12
42,715,0,0,2,2,2022-12
84,243,1,96,0,2,2022-12
61,478,1,119,0,3,2022-12
60,376,2,922,0,4,2022-12
87,904,1,629,1,2,2022-12
33,178,0,0,0,1,2022-12
96,335,3,151,0,5,2022-12
74,221,1,706,0,2,2022-12
44,81,2,309,0,5,2022-12
86,201,2,1037,0,4,2022-12
45,1087,0,0,0,4,2022-12
45,753,3,1271,0,5,2022-12
57,372,2,1090,1,2,2022-12
73,388,0,0,4,3,2022-12
91,369,1,17,0,1,2022-12
39,557,1,663,2,2,2022-12
45,1007,2,832,1,4,2022-12
57,322,5,1563,1,5,2022-12
79,188,2,1292,0,4,2022-12
50,396,0,0,0,3,2022-12
51,1095,1,181,0,3,2022-12
35,255,2,168,1,1,2022-12
94,185,2,1384,0,5,2022-12
79,1078,0,0,2,5,2022-12
102,395,3,872,0,3,2022-12
68,329,1,3545,0,5,2022-12
49,317,5,1237,0,2,2022-12
48,606,1,189,2,3,2022-12
67,790,0,0,0,4,2022-12
42,529,2,1287,0,3,2022-12
37,504,3,635,0,2,2022-12
46,426,4,994,0,3,2022-12
44,447,3,778,0,2,2022-12
53,143,2,180,0,2,2022-12
96,132,0,0,0,3,2022-12
71,194,1,1113,0,2,2022-12
75,546,2,1357,0,5,2022-12
55,543,1,3373,0,5,2022-12
56,284,2,2317,0,4,2022-12
69,577,0,0,1,2,2022-12
61,1015,1,269,0,1,2022-12
51,492,2,465,0,1,2022-12
28,202,2,442,0,2,2022-12
36,196,0,0,1,3,2022-12
55,65,2,1409,0,5,2022-12
65,273,3,622,0,3,2022-12
79,755,0,0,2,1,2022-12
35,191,1,743,0,3,2022-12
38,266,0,0,0,1,2022-12
58,254,3,1174,0,3,2022-12
48,878,2,970,0,4,2022-12
64,309,3,429,1,1,2022-12
39,405,5,614,0,4,2022-12
37,321,2,395,2,3,2022-12
46,1103,1,756,1,2,2022-12
78,271,3,343,0,2,2022-12
71,1043,3,689,1,1,2022-12
32,304,0,0,0,4,2022-12
29,343,2,452,0,2,2022-12
82,336,1,587,0,2,2022-12
53,176,1,218,0,2,2022-12
43,70,1,375,0,1,2022-12
40,426,2,82,0,3,2022-12
63,555,4,1042,0,4,2022-12
51,433,2,1663,0,5,2022-12
73,219,1,3206,0,4,2022-12
82,747,0,0,1,4,2022-12
71,352,2,2156,1,5,2022-12
48,720,2,1465,0,5,2022-12
58,366,2,839,0,3,2022-12
56,808,3,203,0,3,2022-12
39,190,3,784,0,1,2022-12
33,534,2,256,0,3,2022-12
48,106,1,43,0,3,2022-12
54,452,2,1841,2,1,2022-12
54,388,3,205,0,3,2022-12
48,276,1,228,0,4,2022-12
71,288,1,390,0,1,2022-12
70,1494,0,0,3,3,2022-12
59,151,2,261,0,4,2022-12
63,1355,2,1002,0,5,2022-12
105,739,0,0,2,4,2022-12
37,305,3,118,0,2,2022-12
30,931,2,910,3,4,2022-12
45,1515,4,6193,0,4,2022-12
53,375,0,0,0,2,2022-12
54,337,3,1116,3,3,2022-12
47,411,2,537,0,5,2022-12
58,924,0,0,5,5,2022-12
72,1828,2,468,2,3,2022-12
63,398,2,8270,1,4,2022-12
111,349,2,857,0,5,2022-12
47,295,1,698,0,3,2022-12
88,285,2,1590,1,4,2022-12
66,632,3,445,2,5,2022-12
25,290,2,396,1,4,2022-12
56,506,2,185,0,3,2022-12
29,340,2,340,2,5,2022-12
63,653,3,2409,0,5,2022-12
49,192,1,117,0,4,2022-12
84,486,1,469,0,4,2022-12
58,668,1,1185,0,3,2022-12
48,1157,1,375,0,2,2022-12
36,267,1,262,0,3,2022-12
65,292,2,344,0,1,2022-12
62,197,1,788,0,3,2022-12
47,430,2,1150,1,5,2022-12
78,253,3,307,0,3,2022-12
54,227,0,0,0,4,2022-12
77,287,1,395,0,2,2022-12
98,787,3,753,0,5,2022-12
29,191,1,536,0,5,2022-12
51,603,0,0,0,3,2022-12
72,281,4,4360,0,5,2022-12
65,165,1,2304,0,4,2022-12
84,333,1,1016,0,4,2022-12
68,218,3,3592,0,5,2022-12
57,889,4,665,0,3,2022-12
69,1521,5,1676,0,3,2022-12
44,270,0,0,0,3,2022-12
77,857,0,0,1,1,2022-12
66,820,1,346,2,3,2022-12
47,602,1,180,1,3,2022-12
75,324,1,351,0,3,2022-12
35,198,2,1103,0,4,2022-12
53,354,2,2321,1,5,2022-12
55,272,3,875,0,3,2022-12
27,356,2,1042,0,4,2022-12
42,173,1,153,0,4,2022-12
34,387,1,217,0,2,2022-12
72,635,1,2196,1,2,2022-12
86,492,2,227,0,3,2022-12
63,365,1,210,0,3,2022-12
60,323,1,1146,0,2,2022-12
117,483,1,179,0,4,2022-12
28,1751,0,0,0,4,2022-12
96,756,2,1086,0,4,2022-12
80,605,3,1677,1,5,2022-12
53,1100,5,8291,0,4,2022-12
29,2959,0,0,1,1,2022-12
43,382,1,424,0,3,2022-12
46,816,0,0,0,2,2022-12
50,1034,1,485,0,1,2022-12
61,373,3,152,0,4,2022-12
76,367,0,0,1,2,2022-12
99,392,0,0,0,2,2022-12
89,439,3,681,0,1,2022-12
77,483,0,0,0,1,2022-12
59,326,3,2813,0,2,2022-12
80,311,4,1321,0,5,2022-12
84,636,1,661,7,5,2022-12
72,639,2,1402,0,1,2022-12
66,446,2,327,0,1,2022-12
38,672,1,99,0,5,2022-12
97,292,4,702,0,2,2022-12
62,289,5,262,0,5,2022-12
62,1009,2,337,0,4,2022-12
76,788,1,1076,1,5,2022-12
64,380,3,1112,0,3,2022-12
37,627,4,6968,0,3,2022-12
66,34,2,150,0,3,2022-12
87,1478,0,0,0,4,2022-12
76,675,1,421,1,4,2022-12
32,212,1,63,0,3,2022-12
70,302,0,0,0,2,2022-12
50,171,2,325,0,3,2022-12
68,839,2,383,0,3,2022-12
61,272,2,176,0,5,2022-12
53,316,2,7597,0,3,2022-12
73,1103,1,258,1,3,2022-12
36,311,1,366,0,1,2022-12
40,164,0,0,1,4,2022-12
44,706,2,602,0,3,2022-12
47,186,3,530,0,2,2022-12
60,446,0,0,0,2,2022-12
96,2150,6,4643,1,2,2022-12
56,325,1,989,1,2,2022-12
42,1287,3,2996,1,2,2022-12
20,366,1,1309,0,3,2022-12
42,182,2,1889,0,1,2022-12
39,877,1,354,1,3,2022-12
78,854,0,0,0,4,2022-12
39,700,2,2050,1,4,2022-12
89,1256,0,0,0,4,2022-12
99,964,2,425,0,1,2022-12
62,373,2,3540,2,5,2022-12
42,382,1,300,0,3,2022-12
60,851,0,0,0,3,2022-12
69,545,1,292,0,2,2022-12
72,353,2,511,0,4,2022-12
61,473,1,286,1,2,2022-12
53,1249,3,616,0,2,2022-12
58,385,4,511,0,4,2022-12
56,586,4,861,1,2,2022-12
61,220,1,154,0,3,2022-12
43,260,3,1019,0,2,2022-12
120,1258,3,582,0,2,2022-12
55,90,0,0,0,1,2022-12
103,1125,1,245,0,1,2022-12
47,509,2,1750,1,2,2022-12
34,231,1,1358,0,3,2022-12
74,277,2,290,0,4,2022-12
106,158,1,394,0,2,2022-12
57,724,0,0,0,5,2022-12
104,893,2,370,0,2,2022-12
54,600,1,843,0,4,2022-12
67,326,2,142,0,2,2022-12
50,496,2,232,0,4,2022-12
34,412,1,1709,0,2,2022-12
64,488,2,427,0,5,2022-12
98,669,3,1552,1,5,2022-12
64,408,3,680,0,3,2022-12
108,1234,0,0,0,2,2022-12
81,582,1,324,0,4,2022-12
43,697,1,289,0,3,2022-12
86,176,2,1729,0,4,2022-12
72,178,1,340,0,1,2022-12
47,334,1,1884,0,3,2022-12
48,519,3,914,2,4,2022-12
37,318,2,330,0,2,2022-12
46,335,4,1837,0,4,2022-12
55,355,1,251,0,5,2022-12
51,195,0,0,0,5,2022-12
63,1000,1,316,0,4,2022-12
39,114,1,93,0,3,2022-12
55,359,1,1405,1,1,2022-12
75,270,2,103,1,5,2022-12
43,351,2,983,0,3,2022-12
49,359,1,1924,0,5,2022-12
67,747,2,391,0,2,2022-12
50,256,1,19,0,4,2022-12
46,382,2,697,1,5,2022-12
71,286,1,90,0,3,2022-12
27,378,0,0,0,1,2022-12
68,782,2,337,2,4,2022-12
73,235,1,297,0,3,2022-12
35,1177,2,734,0,1,2022-12
67,914,3,1065,0,5,2022-12
47,338,3,365,0,3,2022-12
52,597,0,0,0,3,2022-12
53,288,1,1585,0,2,2022-12
62,685,0,0,0,4,2022-12
56,692,4,1391,2,2,2022-12
35,435,2,274,0,2,2022-12
41,314,1,2334,0,2,2022-12
32,621,2,591,0,2,2022-12
43,141,0,0,0,1,2022-12
34,367,1,1679,0,4,2022-12
73,183,0,0,0,2,2022-12
41,674,1,198,0,1,2022-12
45,81,1,728,0,1,2022-12
64,488,1,927,0,5,2022-12
55,954,9,2159,2,4,2022-12
45,815,0,0,1,4,2022-12
82,428,4,788,0,2,2022-12
32,290,2,1009,0,3,2022-12
90,543,1,240,0,2,2022-12
76,384,7,1569,2,4,2022-12
71,92,4,391,0,5,2022-12
51,211,0,0,0,5,2022-12
25,219,0,0,0,3,2022-12
55,386,4,415,0,2,2022-12
83,546,3,2131,0,1,2022-12
61,417,3,5400,0,3,2022-12
40,264,1,317,1,4,2022-12
38,1918,4,603,1,2,2022-12
52,59,1,95,0,2,2022-12
116,649,1,303,1,2,2022-12
26,281,1,196,0,3,2022-12
80,470,1,1052,0,2,2022-12
89,529,1,1114,0,2,2022-12
125,272,3,415,0,5,2022-12
72,746,1,103,0,4,2022-12
54,343,2,68,1,5,2022-12
70,1494,1,921,6,5,2022-12
51,738,2,2276,1,2,2022-12
53,542,2,771,1,2,2022-12
85,1180,4,1493,0,5,2022-12
79,505,2,305,0,3,2022-12
84,1040,5,2513,0,4,2022-12
117,758,1,353,0,2,2022-12
54,206,1,214,0,4,2022-12
28,532,1,352,1,1,2022-12
61,351,1,547,0,3,2022-12
57,281,2,1861,0,5,2022-12
66,241,0,0,0,5,2022-12
84,587,0,0,0,1,2022-12
55,918,1,452,0,2,2022-12
86,409,2,804,0,2,2022-12
61,297,2,519,2,3,2022-12
48,168,1,221,0,3,2022-12
68,244,1,59,0,3,2022-12
80,118,0,0,0,5,2022-12
75,393,1,1647,0,2,2022-12
77,762,0,0,0,2,2022-12
65,471,3,3100,0,5,2022-12
45,768,2,664,1,5,2022-12
40,502,2,1312,0,3,2022-12
49,419,0,0,0,2,2022-12
53,838,0,0,0,2,2022-12
119,751,3,4289,3,4,2022-12
64,175,1,3313,2,5,2022-12
56,206,3,721,1,4,2022-12
37,509,1,113,1,2,2022-12
42,429,2,1880,2,2,2022-12
89,2575,0,0,4,1,2022-12
44,750,5,1954,3,5,2022-12
49,385,2,233,2,3,2022-12
71,134,2,273,0,4,2022-12
66,117,3,740,0,1,2022-12
28,953,3,881,3,3,2022-12
69,330,3,467,0,3,2022-12
89,863,2,705,0,5,2022-12
83,1459,0,0,3,4,2022-12
44,1524,0,0,0,4,2022-12
54,275,0,0,1,1,2022-12
70,365,3,4508,0,2,2022-12
49,210,2,243,0,1,2022-12
58,322,1,318,0,3,2022-12
48,549,1,541,0,2,2022-12
37,283,1,1384,0,2,2022-12
42,355,0,0,0,2,2022-12
72,869,2,749,3,4,2022-12
74,731,0,0,2,4,2022-12
52,179,2,884,0,2,2022-12
37,622,0,0,0,2,2022-12
76,364,1,3932,1,3,2022-12
29,408,1,660,0,3,2022-12
45,268,0,0,0,3,2022-12
28,389,2,371,0,1,2022-12
57,577,5,2199,0,5,2022-12
65,581,1,1288,0,3,2022-12
89,322,0,0,0,1,2022-12
71,1008,4,4372,1,4,2022-12
76,458,2,728,0,2,2022-12
90,440,2,538,1,5,2022-12
54,572,0,0,0,2,2022-12
80,147,2,569,0,2,2022-12
63,1018,2,2516,0,3,2022-12
51,103,3,223,0,2,2022-12
53,147,1,4845,0,1,2022-12
110,556,0,0,1,2,2022-12
62,395,5,504,0,1,2022-12
80,1550,1,578,0,1,2022-12
80,616,1,211,0,4,2022-12
43,858,3,670,2,3,2022-12
41,581,0,0,0,3,2022-12
56,312,0,0,1,2,2022-12
41,721,1,1434,0,2,2022-12
129,468,0,0,0,2,2022-12
87,702,5,10093,0,5,2022-12
75,1783,4,2814,0,4,2022-12
37,234,1,101,0,2,2022-12
94,356,2,1846,0,3,2022-12
36,589,1,150,4,4,2022-12
44,170,1,82,0,2,2022-12
84,272,1,117,0,1,2022-12
23,595,0,0,0,4,2022-12
48,569,1,546,0,2,2022-12
67,378,0,0,1,2,2022-12
63,375,1,149,1,4,2022-12
66,467,1,94,0,3,2022-12
45,66,1,316,1,4,2021-08
30,194,1,583,0,4,2021-08
66,652,1,791,0,3,2021-08
57,163,0,0,0,2,2021-08
47,228,1,1083,0,2,2021-08
53,375,1,356,0,4,2021-08
56,456,3,1145,0,2,2021-08
92,284,0,0,0,2,2021-08
70,174,1,153,1,3,2021-08
85,367,1,473,0,3,2021-08
77,486,0,0,0,1,2021-08
72,1215,1,314,0,3,2021-08
43,90,1,134,0,4,2021-08
59,1705,0,0,0,3,2021-08
72,1131,4,563,3,2,2021-08
66,332,3,555,0,3,2021-08
44,335,2,2639,0,3,2021-08
43,113,2,939,0,2,2021-08
95,1024,5,3459,3,4,2021-08
40,682,8,2146,0,4,2021-08
42,311,1,6930,1,3,2021-08
34,203,1,1105,0,4,2021-08
59,262,1,97,0,1,2021-08
50,147,0,0,0,4,2021-08
54,488,0,0,0,2,2021-08
53,864,0,0,1,3,2021-08
62,705,3,466,0,3,2021-08
18,211,2,1238,0,3,2021-08
41,671,1,136,0,2,2021-08
42,454,1,1314,2,5,2021-08
54,479,0,0,1,4,2021-08
40,712,2,505,0,5,2021-08
35,462,2,817,0,2,2021-08
61,299,0,0,0,1,2021-08
53,1184,4,1279,1,5,2021-08
80,376,2,436,1,5,2021-08
65,737,0,0,0,1,2021-08
44,788,3,2851,1,5,2021-08
83,156,1,703,0,5,2021-08
39,497,0,0,0,3,2021-08
48,1034,0,0,1,2,2021-08
56,304,0,0,1,2,2021-08
51,401,0,0,1,5,2021-08
67,600,2,428,0,2,2021-08
100,554,2,576,0,4,2021-08
67,391,1,255,0,4,2021-08
91,196,1,1169,0,1,2021-08
129,814,0,0,1,3,2021-08
71,612,1,325,2,4,2021-08
69,1064,2,1527,0,3,2021-08
28,1315,0,0,1,1,2021-08
40,372,1,469,0,3,2021-08
47,432,4,421,0,2,2021-08
53,334,1,487,0,3,2021-08
43,542,3,1753,1,4,2021-08
51,484,1,2867,1,3,2021-08
49,678,1,258,0,5,2021-08
42,359,3,486,0,5,2021-08
52,178,3,250,0,3,2021-08
29,202,1,1027,0,2,2021-08
96,136,0,0,0,3,2021-08
55,507,2,180,0,3,2021-08
79,318,1,2833,0,3,2021-08
32,1198,2,543,0,5,2021-08
91,267,0,0,0,3,2021-08
57,419,1,173,0,4,2021-08
74,582,4,3353,0,3,2021-08
64,372,3,606,0,1,2021-08
30,400,1,151,0,5,2021-08
86,236,1,1145,0,5,2021-08
27,228,2,818,0,2,2021-08
68,565,1,2516,0,2,2021-08
44,573,3,608,1,3,2021-08
56,370,2,225,0,2,2021-08
99,297,3,2097,0,2,2021-08
52,480,0,0,0,2,2021-08
103,593,1,552,0,2,2021-08
43,256,2,581,0,2,2021-08
50,342,0,0,0,1,2021-08
57,702,4,2073,0,1,2021-08
51,172,1,682,1,1,2021-08
30,588,2,370,0,2,2021-08
57,382,1,248,1,3,2021-08
58,731,2,413,0,4,2021-08
66,366,2,1634,2,2,2021-08
78,322,0,0,1,3,2021-08
78,378,2,114,0,3,2021-08
63,251,0,0,0,2,2021-08
39,429,1,2819,0,2,2021-08
59,1209,2,405,1,4,2021-08
121,552,2,303,0,2,2021-08
61,321,2,2482,0,4,2021-08
50,288,0,0,1,3,2021-08
63,218,2,139,0,4,2021-08
67,499,0,0,0,3,2021-08
60,423,0,0,0,3,2021-08
70,1013,2,302,2,4,2021-08
47,169,0,0,1,5,2021-08
59,549,0,0,0,3,2021-08
140,1842,0,0,3,2,2021-08
69,618,3,4556,0,2,2021-08
63,593,2,626,1,1,2021-08
110,250,2,507,0,4,2021-08
80,436,4,1865,0,5,2021-08
60,434,1,478,0,2,2021-08
50,1422,3,720,1,5,2021-08
88,340,1,218,0,3,2021-08
40,275,3,1549,0,2,2021-08
20,224,1,340,0,2,2021-08
45,485,2,721,0,5,2021-08
81,878,1,3435,1,3,2021-08
72,139,1,131,0,2,2021-08
56,361,5,1645,2,2,2021-08
49,137,1,318,0,2,2021-08
46,825,2,673,0,2,2021-08
65,798,5,2201,0,4,2021-08
42,150,1,197,1,3,2021-08
64,316,4,666,0,3,2021-08
62,742,6,1127,0,4,2021-08
64,772,0,0,2,4,2021-08
53,2033,1,2241,0,3,2021-08
103,661,1,386,1,5,2021-08
71,694,4,1230,0,3,2021-08
39,346,1,36,0,4,2021-08
97,306,2,829,1,4,2021-08
33,91,0,0,0,3,2021-08
87,70,1,631,0,4,2021-08
73,281,1,788,0,4,2021-08
41,335,5,1339,0,3,2021-08
62,1181,10,22939,3,2,2021-08
53,162,2,1239,0,3,2021-08
45,444,0,0,1,3,2021-08
45,785,0,0,0,3,2021-08
36,1526,0,0,3,1,2021-08
102,771,0,0,3,5,2021-08
111,1753,0,0,4,5,2021-08
31,278,1,45,0,1,2021-08
34,336,1,134,0,2,2021-08
33,413,2,252,0,2,2021-08
37,219,0,0,0,1,2021-08
59,397,0,0,5,3,2021-08
61,717,0,0,0,2,2021-08
86,760,0,0,0,5,2021-08
100,742,3,713,0,2,2021-08
58,690,1,524,0,3,2021-08
36,324,3,2484,1,5,2021-08
33,834,4,3152,1,3,2021-08
80,454,2,842,0,3,2021-08
60,244,0,0,0,1,2021-08
36,220,0,0,0,3,2021-08
24,472,2,501,0,1,2021-08
45,539,1,581,0,4,2021-08
47,191,2,247,0,5,2021-08
